blue,green,red,nir,swir1,swir2,ndvi,timestamp,place
9583.454545454546,10904.727272727272,10764.09090909091,20827.090909090908,15036.545454545454,11608.818181818182,0.317212542169236,1985-08-10 10:39:50.787,outside
8509.0,9286.5,8914.833333333334,15887.166666666666,11349.5,9085.166666666666,0.2806131407889993,1985-09-27 10:38:53.425,inside
8326.75,8845.125,8502.75,15179.5,10728.625,8500.625,0.275872094208513,1985-09-27 10:38:53.425,outside
8461.166666666666,9278.5,8872.333333333334,15897.166666666666,11368.5,9077.5,0.28311919645213973,1985-09-27 10:39:17.268,inside
8330.57142857143,8851.714285714286,8504.142857142857,15929.42857142857,11032.42857142857,8650.714285714286,0.3024619974641541,1985-09-27 10:39:17.268,outside
8505.0,9243.0,8803.0,15200.333333333334,10502.333333333334,8372.0,0.2642940494382329,1985-10-13 10:38:43.389,inside
8518.42857142857,9398.857142857143,8924.142857142857,16000.714285714286,11123.57142857143,8838.57142857143,0.2826292851148078,1985-10-13 10:38:43.389,outside
8468.333333333334,9128.0,8779.0,15210.333333333334,10434.333333333334,8275.666666666666,0.26585084507991785,1985-10-13 10:39:07.233,inside
8586.42857142857,9340.0,8935.714285714286,15855.42857142857,11012.857142857143,8754.285714285714,0.2776526946170557,1985-10-13 10:39:07.233,outside
11732.333333333334,12765.0,13026.333333333334,17248.666666666668,17049.666666666668,14127.333333333334,0.14025024376732823,1986-03-06 10:35:59.028,inside
9579.0,9509.0,9323.0,13719.0,10376.0,8866.0,0.19078205016925615,1986-03-06 10:35:59.028,outside
10725.666666666666,12177.833333333334,11737.666666666666,22371.416666666668,16445.666666666668,13038.416666666666,0.30910347835702606,1986-05-25 10:34:07.993,inside
10035.333333333334,11420.111111111111,10936.555555555555,21214.555555555555,14719.333333333334,11664.777777777777,0.31514558963080685,1986-05-25 10:34:07.993,outside
10907.181818181818,12383.727272727272,12037.636363636364,22359.272727272728,16633.454545454544,13359.818181818182,0.2953334850627708,1986-05-25 10:34:31.850,inside
10073.4,11490.9,10982.8,21928.6,14936.6,11785.4,0.32680509068189084,1986-05-25 10:34:31.850,outside
10999.0,11601.0,11248.5,18440.0,13405.0,11069.0,0.24161905951412405,1986-07-28 10:32:02.347,outside
12319.0,13180.0,13125.5,19680.0,17294.5,13676.5,0.18685579254662954,1986-09-23 10:24:15.428,outside
8607.0,9212.0,8600.0,17311.0,11068.0,8744.0,0.3361892632472695,1986-09-30 10:29:49.206,inside
8305.142857142857,9020.57142857143,8653.57142857143,15450.714285714286,11024.285714285714,8712.857142857143,0.2812340220890854,1986-09-30 10:29:49.206,outside
8163.333333333333,8645.666666666666,8392.333333333334,14433.666666666666,9928.0,8333.333333333334,0.2625685125426463,1986-10-16 10:29:41.545,inside
8324.285714285714,8862.714285714286,8611.714285714286,14210.142857142857,10758.285714285714,8818.857142857143,0.24393041682592123,1986-10-16 10:29:41.545,outside
32616.875,32812.25,32449.0,32565.375,22034.875,16460.125,0.001750405610967547,1986-10-25 10:23:12.114,outside
12269.26923076923,13143.961538461539,12891.538461538461,17441.53846153846,13698.23076923077,11210.115384615385,0.1486102398317221,1986-11-10 10:22:36.304,inside
10514.625,11268.125,10972.1875,15946.8125,12728.5,10396.6875,0.18402986926294299,1986-11-10 10:22:36.304,outside
11164.0,12203.0,11910.0,16968.0,14125.0,12220.0,0.17515063370039477,1987-04-10 10:32:31.501,outside
10825.5,12225.944444444445,11911.388888888889,21741.666666666668,17553.166666666668,13533.166666666666,0.29184375794031575,1987-04-19 10:27:01.875,inside
10871.5,12084.5,12099.666666666666,19192.833333333332,16848.333333333332,14041.666666666666,0.22429530458323368,1987-04-19 10:27:01.875,outside
12589.0,13906.0,13604.0,25140.0,18962.0,14971.0,0.2977493289283502,1987-05-05 10:27:30.249,inside
10360.714285714286,11347.857142857143,10805.0,22113.14285714286,15256.42857142857,11904.42857142857,0.3436062996563149,1987-05-05 10:27:30.249,outside
11822.0,12976.5,11742.5,27225.5,15970.0,11986.5,0.39943985187467157,1987-06-13 10:34:15.794,outside
13115.0,14539.0,13364.0,26954.0,17945.0,13829.0,0.33707029118507864,1987-06-13 10:34:39.689,outside
9328.0,10188.0,9564.0,18886.0,11532.0,9294.0,0.3276625659050967,1987-07-08 10:28:59.710,inside
9276.5,10001.125,9541.375,22391.25,12383.125,9563.625,0.40158032907584224,1987-07-08 10:28:59.710,outside
9047.90909090909,10301.727272727272,9557.09090909091,23469.18181818182,15416.272727272728,11031.727272727272,0.4085986580823736,1987-09-10 10:30:41.809,inside
10295.666666666666,11609.333333333334,11694.333333333334,19289.333333333332,16778.333333333332,13122.666666666666,0.22897303102345634,1987-09-10 10:30:41.809,outside
14879.444444444445,14844.555555555555,14088.444444444445,16808.666666666668,13199.666666666666,11381.111111111111,0.08873700008203966,1987-10-03 10:36:58.866,inside
17696.0,18593.0,18172.166666666668,22969.5,19607.0,16089.5,0.11734554564029719,1987-10-03 10:36:58.866,outside
14569.5,14488.5,13680.25,17650.0,12785.0,10683.25,0.1284286712962278,1987-10-03 10:37:22.633,inside
20617.5,22134.0,21709.25,27771.5,24452.25,19988.5,0.1262197208487422,1987-10-03 10:37:22.633,outside
9750.461538461539,9442.153846153846,8941.23076923077,8708.461538461539,8165.923076923077,8115.615384615385,-0.013331697568006819,1987-10-12 10:31:21.951,inside
9685.916666666666,9338.875,8802.583333333334,8564.166666666666,7910.375,7898.833333333333,-0.013730115526796914,1987-10-12 10:31:21.951,outside
9054.35294117647,10153.117647058823,9614.529411764706,16395.529411764706,12773.35294117647,10080.117647058823,0.24466852270826328,1987-11-13 10:31:59.426,inside
8870.3,9436.3,9173.6,13329.3,10780.1,9002.0,0.18020215887460347,1987-11-13 10:31:59.426,outside
8666.333333333334,9466.5,9004.666666666666,12453.0,10500.0,8587.0,0.159558941646343,1987-11-20 10:38:19.048,inside
8852.6,9418.2,9106.4,12765.0,10533.0,8603.0,0.16400638583322813,1987-11-20 10:38:19.048,outside
7983.5,8554.0,8278.0,12102.5,9110.0,7980.0,0.18723553197465267,1988-02-24 10:39:28.178,inside
8512.333333333334,9076.333333333334,8999.333333333334,13080.666666666666,9916.666666666666,8465.666666666666,0.18453755119686474,1988-02-24 10:39:28.178,outside
8992.333333333334,9380.333333333334,8972.333333333334,12156.666666666666,9653.666666666666,8568.333333333334,0.1508382693864887,1988-02-24 10:39:28.250,inside
8960.75,9304.5,9177.5,12838.0,10159.75,8639.25,0.16616590704253925,1988-02-24 10:39:28.250,outside
8766.666666666666,9207.333333333334,8823.333333333334,12159.333333333334,9645.0,8463.0,0.15913486212523206,1988-02-24 10:39:52.032,inside
8778.75,9123.25,9032.25,12938.25,10158.75,8630.25,0.1778101713371403,1988-02-24 10:39:52.032,outside
8390.0,8799.0,8483.0,12105.5,9117.5,7989.0,0.1755613696541628,1988-02-24 10:39:52.104,inside
8932.75,9369.0,9167.0,12926.5,10106.0,8560.25,0.16979262069238227,1988-02-24 10:39:52.104,outside
8831.0,8971.0,8615.0,12393.0,9759.0,8649.0,0.17983625285605484,1988-03-04 10:33:46.571,inside
9447.333333333334,10231.666666666666,9908.0,16650.666666666668,14037.666666666666,10838.666666666666,0.24702843707155142,1988-03-27 10:39:46.467,inside
8951.0,9074.0,9051.0,12882.0,11676.0,9055.0,0.1746683080289974,1988-03-27 10:39:46.467,outside
9723.75,10246.0,10059.5,15832.25,13729.0,10906.5,0.21611499827420205,1988-03-27 10:40:10.397,inside
9288.0,9704.5,9508.0,13786.0,11867.5,9718.0,0.1835708793674386,1988-03-27 10:40:10.397,outside
9039.194444444445,9128.222222222223,8549.5,8273.666666666666,7905.388888888889,7770.277777777777,-0.016637459645780023,1988-04-28 10:39:55.542,inside
9012.851851851852,9054.74074074074,8476.592592592593,8208.888888888889,7784.777777777777,7688.37037037037,-0.01605772622703742,1988-04-28 10:39:55.542,outside
8542.0,8977.333333333334,8538.0,14329.666666666666,9845.0,8525.666666666666,0.2527836218431991,1988-05-07 10:34:16.064,inside
8276.333333333334,8952.5,8364.166666666666,14969.666666666666,9774.333333333334,8373.833333333334,0.2766107489553503,1988-05-07 10:34:16.064,outside
8306.0,9221.0,8724.5,17252.0,11055.5,8879.0,0.3196641110883512,1988-05-14 10:40:06.935,inside
8533.0,9535.5,8929.5,17262.0,11206.5,9021.0,0.3159731812038271,1988-05-14 10:40:06.935,outside
8281.5,9197.5,8707.5,17325.5,11076.0,8888.0,0.3223543034723593,1988-05-14 10:40:30.728,inside
8506.5,9511.0,8912.0,17412.5,11228.0,9031.0,0.3205354504794299,1988-05-14 10:40:30.728,outside
11861.0,13152.0,12265.0,24087.0,15625.0,12297.0,0.32520906690140844,1988-05-30 10:40:13.186,inside
14018.5,15288.0,14643.25,26625.75,18372.75,14859.75,0.29269334791095314,1988-05-30 10:40:13.186,outside
11922.0,13295.0,12509.0,24495.0,15890.0,12479.0,0.32391092854826503,1988-05-30 10:40:36.981,inside
13927.0,15165.5,14564.0,26567.75,18226.0,14791.75,0.2933072559219799,1988-05-30 10:40:36.981,outside
9424.0,10558.642857142857,10003.5,23679.5,14957.214285714286,10813.92857142857,0.40268107983832185,1988-06-24 10:34:34.460,inside
9146.4,10025.2,9424.0,24024.8,13996.4,10006.4,0.4337562495863262,1988-06-24 10:34:34.460,outside
9618.42857142857,10678.285714285714,10348.285714285714,18642.0,13089.57142857143,10329.42857142857,0.2853069673939332,1988-08-02 10:40:29.017,inside
11315.142857142857,12538.285714285714,12162.285714285714,22642.14285714286,15902.285714285714,12839.285714285714,0.31004862907508274,1988-08-02 10:40:29.017,outside
9483.666666666666,10607.5,10218.166666666666,18987.5,13130.833333333334,10347.333333333334,0.2994188487465364,1988-08-02 10:40:52.820,inside
10785.0,12014.333333333334,11646.666666666666,21842.5,15113.5,12244.333333333334,0.3118401889717022,1988-08-02 10:40:52.820,outside
8899.133333333333,10217.8,9934.466666666667,18724.8,13618.066666666668,10468.733333333334,0.2972634779038626,1988-08-27 10:34:44.931,inside
8519.92857142857,9726.785714285714,9417.357142857143,18702.571428571428,13111.785714285714,9982.57142857143,0.32183024267690524,1988-08-27 10:34:44.931,outside
11022.8,12412.6,11870.2,24333.0,17634.6,13618.4,0.33858460207393165,1988-09-03 10:40:32.003,inside
10986.3,12109.2,11762.4,21354.8,16552.2,13125.7,0.2850769562493437,1988-09-03 10:40:32.003,outside
10544.90909090909,11983.0,11675.90909090909,23022.0,17254.545454545456,13314.727272727272,0.31472631110830224,1988-09-03 10:40:55.809,inside
10754.0,11922.2,11602.4,20982.7,16435.3,13008.9,0.28230195492820165,1988-09-03 10:40:55.809,outside
10438.6,11827.2,11294.8,24106.0,17867.6,13302.8,0.3602242691110328,1988-09-12 10:34:43.142,inside
10834.0,12026.0,13023.0,16640.0,17451.0,15076.0,0.12193641910797964,1988-09-12 10:34:43.142,outside
8920.0,8924.0,8810.0,12535.0,9790.0,8548.0,0.1745139376903256,1988-09-19 10:40:27.594,inside
8584.0,9253.0,8536.0,16151.0,10911.0,8545.0,0.3084619435330336,1988-09-19 10:40:51.404,inside
8067.0,8826.0,8354.0,15301.0,10630.0,8545.0,0.2936799830902558,1988-09-19 10:40:51.404,outside
10707.0,12090.0,11352.0,23053.0,16207.0,11397.0,0.34009591629123676,1988-10-14 10:34:30.646,outside
9959.0,10704.0,10709.0,13612.0,12753.0,10850.0,0.11936186834422927,1988-10-30 10:34:32.919,outside
8080.0,8763.0,8422.666666666666,12129.666666666666,9566.333333333334,8508.0,0.18030889499664782,1988-11-06 10:40:22.502,inside
8290.7,8953.3,8616.8,13596.4,10892.8,8816.1,0.22000674408415438,1988-11-06 10:40:22.502,outside
8211.666666666666,8815.666666666666,8544.0,11873.333333333334,9550.666666666666,8616.666666666666,0.16307701786807796,1988-11-06 10:40:46.387,inside
8424.2,9046.0,8664.1,13662.0,10899.2,8800.2,0.21928599271867047,1988-11-06 10:40:46.387,outside
9006.2,9718.4,9324.8,15227.4,11267.8,8801.8,0.23498019414303695,1988-11-15 10:34:32.761,inside
9013.583333333334,9491.083333333334,9050.666666666666,13017.5,10167.916666666666,8633.083333333334,0.1762366887820368,1988-11-15 10:34:32.761,outside
21018.882352941175,21801.0,21595.117647058825,25021.352941176472,23059.941176470587,20296.823529411766,0.07364170334991886,1989-02-03 10:33:59.809,inside
19994.3125,21045.375,20738.0625,24249.75,22532.125,19789.5625,0.07877044947994118,1989-02-03 10:33:59.809,outside
9511.0,10204.6,9866.2,14418.4,11272.8,9724.2,0.18561953217255903,1989-02-10 10:40:07.379,inside
9134.4,10127.8,9804.0,14560.8,12163.8,9868.0,0.19393798703495463,1989-02-10 10:40:07.379,outside
9731.777777777777,11023.111111111111,11045.666666666666,17988.333333333332,16016.666666666666,12867.111111111111,0.23079568243341508,1989-02-19 10:33:55.142,inside
8145.666666666667,8986.0,8638.333333333334,13470.0,12218.0,9853.333333333334,0.21617149291033896,1989-02-19 10:33:55.142,outside
8204.0,8346.0,8247.5,12700.0,9516.0,8249.0,0.21250481083655706,1989-03-07 10:33:33.967,inside
8393.0,8611.0,8362.0,12696.0,9844.0,8368.0,0.20581251780795898,1989-03-07 10:33:33.967,outside
8480.333333333334,9121.666666666666,8711.333333333334,17475.666666666668,10663.333333333334,8667.666666666666,0.30132822296223266,1989-04-15 10:38:49.143,inside
9316.42857142857,10187.57142857143,9834.42857142857,18432.0,12974.142857142857,10302.57142857143,0.2961961573447733,1989-04-15 10:38:49.143,outside
8453.333333333334,9089.333333333334,8785.333333333334,17404.0,10688.666666666666,8662.333333333334,0.2952800458963046,1989-04-15 10:39:12.971,inside
9217.875,10117.125,9748.25,18439.0,12941.0,10319.125,0.302131972376433,1989-04-15 10:39:12.971,outside
8519.0,9308.0,8992.42857142857,15005.57142857143,11894.142857142857,9779.42857142857,0.22906120110400238,1989-04-24 10:32:49.015,inside
9272.0,10120.666666666666,9885.666666666666,16210.333333333334,13024.0,10467.666666666666,0.24061159880934024,1989-04-24 10:32:49.015,outside
8245.0,9081.0,8752.0,14942.0,10832.0,9012.0,0.2612475732252891,1989-05-17 10:38:11.580,inside
8413.0,9097.0,8765.0,16268.0,11229.0,8870.0,0.29972436383973156,1989-05-17 10:38:11.580,outside
8251.0,9083.0,8754.0,15094.0,10732.0,9012.0,0.26585038577658504,1989-05-17 10:38:35.410,inside
8411.0,9093.0,8762.0,15979.0,11130.0,8871.0,0.2917020330625278,1989-05-17 10:38:35.410,outside
8769.666666666666,9932.0,9469.222222222223,20545.444444444445,14003.555555555555,10672.111111111111,0.3622363423215155,1989-05-26 10:32:19.184,inside
8354.666666666666,9200.333333333334,8585.0,20212.666666666668,11674.5,9066.666666666666,0.39755263815259106,1989-05-26 10:32:19.184,outside
9555.0,10738.0,9607.0,26109.0,11315.0,8991.0,0.4620338223765259,1989-06-18 10:37:34.510,inside
9290.0,10384.0,9373.5,23716.0,11430.5,8992.5,0.43281711553514135,1989-06-18 10:37:34.510,outside
9199.0,10245.0,9243.5,22345.5,11158.0,8991.0,0.4069520130693203,1989-06-18 10:37:58.343,inside
9330.5,10423.5,9396.5,23596.0,11421.5,8991.5,0.4296190937467951,1989-06-18 10:37:58.343,outside
8518.555555555555,9361.111111111111,8826.666666666666,19262.0,10961.555555555555,8780.0,0.36595544536377983,1989-07-04 10:37:21.001,inside
8554.222222222223,9596.666666666666,8961.555555555555,19575.333333333332,10797.333333333334,8779.888888888889,0.3683117538388181,1989-07-04 10:37:21.001,outside
8563.333333333334,9379.888888888889,8843.888888888889,19216.777777777777,10950.111111111111,8791.555555555555,0.3642652969775763,1989-07-04 10:37:44.836,inside
8572.0,9606.444444444445,8971.666666666666,19519.666666666668,10787.0,8791.333333333334,0.3665266413497801,1989-07-04 10:37:44.836,outside
9232.0,9895.0,9387.0,15325.5,10147.5,8638.0,0.2401441519409841,1989-08-21 10:36:18.955,inside
9245.333333333334,9895.0,9596.666666666666,16279.0,11167.333333333334,8805.0,0.25688004397923764,1989-08-21 10:36:18.955,outside
9289.0,9932.5,9413.0,15251.5,10127.5,8628.0,0.2365593049440492,1989-08-21 10:36:42.866,inside
9318.666666666666,9942.666666666666,9630.666666666666,16183.666666666666,11136.0,8793.666666666666,0.25278742882229793,1989-08-21 10:36:42.866,outside
9109.0,9153.5,8796.5,11962.0,9763.0,8219.0,0.15249174942306531,1989-08-30 10:30:21.114,inside
9108.875,9201.875,8670.75,13500.25,10128.75,8355.625,0.21204499957381445,1989-08-30 10:30:21.114,outside
10010.483870967742,11366.58064516129,11375.774193548386,17589.16129032258,15954.258064516129,12603.225806451614,0.21147022941849866,1989-09-06 10:35:57.734,inside
9980.7,11219.9,11131.6,17883.7,15218.2,12151.4,0.22833523693040028,1989-09-06 10:35:57.734,outside
9933.0,10876.0,10439.0,19451.0,15341.0,11519.0,0.30150552024088323,1990-03-26 10:24:10.100,outside
10579.888888888889,11722.555555555555,11669.111111111111,19386.333333333332,15190.333333333334,12301.222222222223,0.24315177154000883,1990-04-18 10:29:58.896,inside
10793.2,11904.8,11549.4,21881.0,15028.8,11757.0,0.3091127047043529,1990-04-18 10:29:58.896,outside
10582.857142857143,11598.0,11529.857142857143,19022.14285714286,15079.714285714286,12161.42857142857,0.2395375287289056,1990-04-18 10:30:22.758,inside
10840.714285714286,11886.0,11677.285714285714,20688.285714285714,15107.714285714286,12101.57142857143,0.2713990115921629,1990-04-18 10:30:22.758,outside
8911.0,9445.333333333334,9043.666666666666,17889.666666666668,11036.0,8868.333333333334,0.31679175416409927,1990-05-04 10:29:52.152,inside
8859.2,9528.4,8967.0,21157.6,11526.4,8940.0,0.4002765535617547,1990-05-04 10:29:52.152,outside
8721.333333333334,9302.666666666666,8928.666666666666,17938.666666666668,11007.333333333334,8867.666666666666,0.3238482476449435,1990-05-04 10:30:15.871,inside
8733.0,9467.2,8886.4,21256.4,11531.0,8939.0,0.40599777122561365,1990-05-04 10:30:15.871,outside
10360.75,11639.875,11537.75,21357.5,15383.75,11412.875,0.298553919861635,1990-07-16 10:24:03.413,inside
9478.9,9941.4,9665.9,13602.4,10994.6,9548.6,0.16251668542434627,1990-07-16 10:24:03.413,outside
8174.0,8858.5,8417.5,14828.0,10695.5,8467.0,0.2746084333554798,1990-09-09 10:29:34.331,inside
8336.666666666666,9094.666666666666,8676.666666666666,15784.333333333334,11389.0,8948.333333333334,0.2901945142196232,1990-09-09 10:29:34.331,outside
8161.5,8842.5,8401.5,14823.5,10689.5,8462.5,0.27538091666599385,1990-09-09 10:29:58.203,inside
8335.666666666666,9085.666666666666,8667.666666666666,15779.666666666666,11382.666666666666,8943.666666666666,0.2905209826377594,1990-09-09 10:29:58.203,outside
12601.0,13026.0,12494.0,17911.0,14789.0,12203.0,0.1781614865975991,1990-09-25 10:29:29.198,outside
11219.0,11675.0,12105.0,14447.0,13199.0,11163.0,0.08820427839710757,1990-09-25 10:29:52.927,inside
8848.642857142857,9642.214285714286,9442.0,15012.214285714286,12417.357142857143,10099.357142857143,0.222400166063392,1990-10-04 10:23:30.730,inside
9001.2,9761.4,9593.8,15989.4,13427.2,10856.0,0.24777393923040708,1990-10-04 10:23:30.730,outside
8861.857142857143,9503.285714285714,9203.57142857143,15060.42857142857,10900.714285714286,8846.57142857143,0.2321984467657021,1990-11-05 10:23:25.524,inside
9155.916666666666,9543.25,9228.583333333334,15075.0,11114.0,8914.333333333334,0.23335754214881765,1990-11-05 10:23:25.524,outside
8440.0,8941.0,8743.0,12261.333333333334,9700.0,8307.666666666666,0.1672968976619912,1991-02-25 10:24:58.944,inside
8686.833333333334,9309.333333333334,9186.0,13275.666666666666,10422.833333333334,8688.5,0.17989607345781486,1991-02-25 10:24:58.944,outside
10080.8,11076.0,10677.0,22872.6,16378.4,12419.6,0.3632534796739857,1991-04-14 10:25:53.142,inside
11243.0,12542.0,12748.5,19867.5,17912.5,15170.5,0.2055121987618322,1991-04-14 10:25:53.142,outside
11038.142857142857,12109.07142857143,11891.785714285714,20555.35714285714,15393.642857142857,12367.857142857143,0.2607589137356036,1991-05-07 10:32:04.556,inside
8990.23076923077,9637.846153846154,9162.923076923076,18388.23076923077,11057.461538461539,9049.384615384615,0.31291173360095215,1991-05-07 10:32:04.556,outside
10122.35,11557.2,11366.95,21004.35,15616.9,12356.5,0.2944679602127279,1991-05-07 10:32:28.372,inside
8578.809523809523,9722.666666666666,9353.619047619048,19935.238095238095,12293.952380952382,9963.238095238095,0.3450652282436599,1991-05-07 10:32:28.372,outside
10113.0,11919.5,11628.5,21735.0,13513.5,10778.0,0.28865356559835004,1991-05-23 10:32:42.797,outside
9462.095238095239,10612.142857142857,10115.0,23126.428571428572,13914.809523809523,10798.142857142857,0.3885573702809297,1991-06-24 10:32:46.862,inside
8292.583333333334,9432.083333333334,8672.166666666666,22327.666666666668,10899.333333333334,8616.5,0.4356148270103511,1991-06-24 10:32:46.862,outside
10005.173913043478,11219.95652173913,10720.347826086956,23827.217391304348,14748.739130434782,11487.608695652174,0.38081453831974466,1991-06-24 10:33:10.753,inside
8358.153846153846,9526.0,8749.538461538461,22737.846153846152,11027.0,8704.538461538461,0.4401443278801517,1991-06-24 10:33:10.753,outside
8921.0,9330.0,9247.0,17844.0,10550.0,8882.0,0.3173378612823447,1991-07-10 10:32:58.342,outside
9714.0,10802.125,10485.5,18499.75,12590.75,10087.375,0.26823364403679895,1991-07-26 10:33:12.411,inside
9870.25,11247.9375,10665.25,20456.8125,13124.1875,10307.1875,0.31516889169657647,1991-07-26 10:33:12.411,outside
9777.375,10852.375,10532.125,18408.875,12608.625,10058.875,0.2638339873344068,1991-07-26 10:33:36.305,inside
9932.941176470587,11291.0,10755.823529411764,20152.58823529412,13268.764705882353,10385.64705882353,0.30408923743062344,1991-07-26 10:33:36.305,outside
9415.4,10680.3,10460.15,19936.05,14186.55,11047.25,0.3037540641264137,1991-08-11 10:33:15.919,inside
9023.57142857143,10298.714285714286,10521.714285714286,18549.0,14228.0,11357.857142857143,0.2680358221961266,1991-08-11 10:33:15.919,outside
9355.875,10542.375,10201.875,20489.0625,14061.125,10705.3125,0.33212447017061686,1991-08-11 10:33:39.742,inside
9377.0,10563.875,10654.25,18277.625,14072.125,11400.625,0.2556693589670537,1991-08-11 10:33:39.742,outside
8353.75,8687.0,8651.25,12880.5,10074.25,8175.75,0.19580764643274837,1991-11-08 10:28:07.542,inside
